;time;customer;location
303;07:12:00;Mark Burke;checkout and leave
304;07:12:00;Tina Mcintosh;dairy
305;07:12:00;David Alvarez;dairy
306;07:12:00;Jose Wallace;spices
307;07:12:00;Mrs. Sarah Howe;dairy
308;07:12:00;Edward Doyle;checkout and leave
309;07:12:00;Jasmine Peters;checkout and leave
310;07:12:00;Joel Smith;dairy
311;07:12:00;Jay Quinn;drinks
312;07:12:00;Gerald Logan;dairy
313;07:12:00;Timothy Cooper;spices
314;07:12:00;Latasha Ruiz;checkout and leave
315;07:12:00;Christopher Shannon;fruit
316;07:12:00;James Robinson;drinks
317;07:12:00;Felicia Decker;checkout and leave
318;07:12:00;William Medina;spices
319;07:12:00;Darren Stewart;drinks
320;07:12:00;Jonathan Jones;checkout and leave
321;07:12:00;Eric Wright;dairy
322;07:12:00;Diana Williams;spices
323;07:12:00;James Hamilton;checkout and leave
324;07:12:00;Catherine Lee;dairy
325;07:12:00;Robin Bean;spices
326;07:12:00;Elizabeth Sullivan;dairy
327;07:12:00;Michael Wood;drinks
328;07:12:00;Carol Rivera;fruit
329;07:12:00;Andrew Blake;dairy
330;07:12:00;Mark Poole;dairy
331;07:12:00;Amber Gillespie;entrance
332;07:12:00;William Beck;entrance
333;07:12:00;Alexandra Hunter;entrance
334;07:12:00;Yolanda Wheeler;entrance
335;07:12:00;Ryan Obrien;entrance
336;07:12:00;Emily Mullen;entrance
337;07:12:00;Kimberly Myers;entrance
338;07:12:00;Amy Munoz;entrance
339;07:12:00;Stephanie Ortiz;entrance
340;07:13:00;Holly Clark;drinks
341;07:13:00;Jennifer Adkins;dairy
342;07:13:00;Rebecca Robinson;spices
343;07:13:00;Christian Carter;dairy
344;07:13:00;Michael Miller;dairy
345;07:13:00;Tina Mcintosh;fruit
346;07:13:00;David Alvarez;dairy
347;07:13:00;Jose Wallace;drinks
348;07:13:00;Mrs. Sarah Howe;spices
349;07:13:00;Jasmine Peters;checkout and leave
350;07:13:00;Joel Smith;dairy
351;07:13:00;Jay Quinn;fruit
352;07:13:00;Gerald Logan;spices
353;07:13:00;Timothy Cooper;spices
354;07:13:00;Christopher Shannon;dairy
355;07:13:00;James Robinson;dairy
356;07:13:00;William Medina;dairy
357;07:13:00;Darren Stewart;dairy
358;07:13:00;Eric Wright;checkout and leave
359;07:13:00;Diana Williams;dairy
360;07:13:00;Catherine Lee;dairy
361;07:13:00;Robin Bean;dairy
362;07:13:00;Elizabeth Sullivan;checkout and leave
363;07:13:00;Michael Wood;checkout and leave
364;07:13:00;Carol Rivera;dairy
365;07:13:00;Andrew Blake;dairy
366;07:13:00;Mark Poole;fruit
367;07:13:00;Amber Gillespie;fruit
368;07:13:00;William Beck;spices
369;07:13:00;Alexandra Hunter;fruit
370;07:13:00;Yolanda Wheeler;dairy
371;07:13:00;Ryan Obrien;fruit
372;07:13:00;Emily Mullen;spices
373;07:13:00;Kimberly Myers;fruit
374;07:13:00;Amy Munoz;spices
375;07:13:00;Stephanie Ortiz;spices
376;07:13:00;Nathan Sexton;entrance
377;07:13:00;Kelly Leach;entrance
378;07:13:00;Samantha Kelly;entrance
379;07:14:00;Holly Clark;dairy
380;07:14:00;Jennifer Adkins;dairy
381;07:14:00;Rebecca Robinson;drinks
382;07:14:00;Christian Carter;spices
383;07:14:00;Michael Miller;checkout and leave
384;07:14:00;Tina Mcintosh;drinks
385;07:14:00;David Alvarez;fruit
386;07:14:00;Jose Wallace;dairy
387;07:14:00;Mrs. Sarah Howe;checkout and leave
388;07:14:00;Joel Smith;fruit
389;07:14:00;Jay Quinn;fruit
390;07:14:00;Gerald Logan;fruit
391;07:14:00;Timothy Cooper;dairy
392;07:14:00;Christopher Shannon;dairy
393;07:14:00;James Robinson;spices
394;07:14:00;William Medina;drinks
395;07:14:00;Darren Stewart;checkout and leave
396;07:14:00;Diana Williams;fruit
397;07:14:00;Catherine Lee;dairy
398;07:14:00;Robin Bean;dairy
399;07:14:00;Michael Wood;checkout and leave
400;07:14:00;Carol Rivera;dairy
401;07:14:00;Andrew Blake;dairy
402;07:14:00;Mark Poole;dairy
403;07:14:00;Amber Gillespie;fruit
404;07:14:00;William Beck;fruit
405;07:14:00;Alexandra Hunter;checkout and leave
406;07:14:00;Yolanda Wheeler;spices
407;07:14:00;Ryan Obrien;drinks
408;07:14:00;Emily Mullen;drinks
409;07:14:00;Kimberly Myers;dairy
410;07:14:00;Amy Munoz;fruit
411;07:14:00;Stephanie Ortiz;dairy
412;07:14:00;Nathan Sexton;spices
413;07:14:00;Kelly Leach;dairy
414;07:14:00;Samantha Kelly;fruit
415;07:14:00;Kelly Mccall;entrance
416;07:14:00;Jonathan Flores;entrance
417;07:14:00;Gregory Wilson;entrance
418;07:14:00;Matthew Baker;entrance
419;07:14:00;Jason Diaz;entrance
420;07:15:00;Holly Clark;drinks
421;07:15:00;Jennifer Adkins;checkout and leave
422;07:15:00;Rebecca Robinson;spices
423;07:15:00;Christian Carter;spices
424;07:15:00;Tina Mcintosh;dairy
425;07:15:00;David Alvarez;fruit
426;07:15:00;Jose Wallace;fruit
427;07:15:00;Joel Smith;drinks
428;07:15:00;Jay Quinn;fruit
429;07:15:00;Gerald Logan;drinks
430;07:15:00;Timothy Cooper;fruit
431;07:15:00;Christopher Shannon;fruit
432;07:15:00;James Robinson;fruit
433;07:15:00;William Medina;fruit
434;07:15:00;Diana Williams;dairy
435;07:15:00;Catherine Lee;fruit
436;07:15:00;Robin Bean;dairy
437;07:15:00;Carol Rivera;fruit
438;07:15:00;Andrew Blake;fruit
439;07:15:00;Mark Poole;fruit
440;07:15:00;Amber Gillespie;fruit
441;07:15:00;William Beck;fruit
442;07:15:00;Yolanda Wheeler;fruit
443;07:15:00;Ryan Obrien;dairy
444;07:15:00;Emily Mullen;dairy
445;07:15:00;Kimberly Myers;dairy
446;07:15:00;Amy Munoz;fruit
447;07:15:00;Stephanie Ortiz;fruit
448;07:15:00;Nathan Sexton;fruit
449;07:15:00;Kelly Leach;dairy
450;07:15:00;Samantha Kelly;spices
451;07:15:00;Kelly Mccall;drinks
452;07:15:00;Jonathan Flores;spices
453;07:15:00;Gregory Wilson;spices
454;07:15:00;Matthew Baker;spices
455;07:15:00;Jason Diaz;dairy
456;07:15:00;Katie Weaver;entrance
457;07:15:00;Mrs. Sarah Lozano MD;entrance
458;07:15:00;Michael Rios;entrance
459;07:15:00;Nathan Miller;entrance
460;07:16:00;Holly Clark;dairy
461;07:16:00;Rebecca Robinson;fruit
462;07:16:00;Christian Carter;checkout and leave
463;07:16:00;Tina Mcintosh;dairy
464;07:16:00;David Alvarez;checkout and leave
465;07:16:00;Jose Wallace;checkout and leave
466;07:16:00;Joel Smith;dairy
467;07:16:00;Jay Quinn;drinks
468;07:16:00;Gerald Logan;drinks
469;07:16:00;Timothy Cooper;checkout and leave
470;07:16:00;Christopher Shannon;drinks
471;07:16:00;James Robinson;fruit
472;07:16:00;William Medina;fruit
473;07:16:00;Diana Williams;dairy
474;07:16:00;Catherine Lee;dairy
475;07:16:00;Robin Bean;spices
476;07:16:00;Carol Rivera;dairy
477;07:16:00;Andrew Blake;dairy
478;07:16:00;Mark Poole;fruit
479;07:16:00;Amber Gillespie;dairy
480;07:16:00;William Beck;checkout and leave
481;07:16:00;Yolanda Wheeler;checkout and leave
482;07:16:00;Ryan Obrien;dairy
483;07:16:00;Emily Mullen;spices
484;07:16:00;Kimberly Myers;checkout and leave
485;07:16:00;Amy Munoz;fruit
486;07:16:00;Stephanie Ortiz;spices
487;07:16:00;Nathan Sexton;checkout and leave
488;07:16:00;Kelly Leach;dairy
489;07:16:00;Samantha Kelly;drinks
490;07:16:00;Kelly Mccall;fruit
491;07:16:00;Jonathan Flores;checkout and leave
492;07:16:00;Gregory Wilson;spices
493;07:16:00;Matthew Baker;fruit
494;07:16:00;Jason Diaz;fruit
495;07:16:00;Katie Weaver;drinks
496;07:16:00;Mrs. Sarah Lozano MD;fruit
497;07:16:00;Michael Rios;spices
498;07:16:00;Nathan Miller;drinks
499;07:16:00;Shane Salinas;entrance
500;07:16:00;Stephen Allen;entrance
501;07:16:00;Katherine Garcia;entrance
502;07:16:00;Jonathan Stewart;entrance
503;07:17:00;Holly Clark;drinks
504;07:17:00;Rebecca Robinson;dairy
505;07:17:00;Tina Mcintosh;dairy
506;07:17:00;Jose Wallace;checkout and leave
507;07:17:00;Joel Smith;dairy
508;07:17:00;Jay Quinn;fruit
509;07:17:00;Gerald Logan;drinks
510;07:17:00;Christopher Shannon;fruit
511;07:17:00;James Robinson;dairy
512;07:17:00;William Medina;drinks
513;07:17:00;Diana Williams;drinks
514;07:17:00;Catherine Lee;spices
515;07:17:00;Robin Bean;fruit
516;07:17:00;Carol Rivera;drinks
517;07:17:00;Andrew Blake;fruit
518;07:17:00;Mark Poole;dairy
519;07:17:00;Amber Gillespie;dairy
520;07:17:00;Yolanda Wheeler;checkout and leave
521;07:17:00;Ryan Obrien;drinks
522;07:17:00;Emily Mullen;fruit
523;07:17:00;Amy Munoz;dairy
524;07:17:00;Stephanie Ortiz;dairy
525;07:17:00;Kelly Leach;spices
526;07:17:00;Samantha Kelly;dairy
527;07:17:00;Kelly Mccall;checkout and leave
528;07:17:00;Gregory Wilson;dairy
529;07:17:00;Matthew Baker;dairy
530;07:17:00;Jason Diaz;dairy
531;07:17:00;Katie Weaver;fruit
532;07:17:00;Mrs. Sarah Lozano MD;dairy
533;07:17:00;Michael Rios;spices
534;07:17:00;Nathan Miller;checkout and leave
535;07:17:00;Shane Salinas;dairy
536;07:17:00;Stephen Allen;drinks
537;07:17:00;Katherine Garcia;spices
538;07:17:00;Jonathan Stewart;dairy
539;07:17:00;Brandi Wheeler;entrance
540;07:17:00;Dylan Morales;entrance
541;07:17:00;Heather Foster;entrance
542;07:18:00;Holly Clark;checkout and leave
543;07:18:00;Rebecca Robinson;drinks
544;07:18:00;Tina Mcintosh;spices
545;07:18:00;Joel Smith;checkout and leave
546;07:18:00;Jay Quinn;drinks
547;07:18:00;Gerald Logan;fruit
548;07:18:00;Christopher Shannon;fruit
549;07:18:00;James Robinson;drinks
550;07:18:00;William Medina;fruit
551;07:18:00;Diana Williams;checkout and leave
552;07:18:00;Catherine Lee;fruit
553;07:18:00;Robin Bean;spices
554;07:18:00;Carol Rivera;dairy
555;07:18:00;Andrew Blake;dairy
556;07:18:00;Mark Poole;dairy
557;07:18:00;Amber Gillespie;drinks
558;07:18:00;Ryan Obrien;checkout and leave
559;07:18:00;Emily Mullen;fruit
560;07:18:00;Amy Munoz;dairy
561;07:18:00;Stephanie Ortiz;drinks
562;07:18:00;Kelly Leach;drinks
563;07:18:00;Samantha Kelly;spices
564;07:18:00;Gregory Wilson;drinks
565;07:18:00;Matthew Baker;dairy
566;07:18:00;Jason Diaz;fruit
567;07:18:00;Katie Weaver;fruit
568;07:18:00;Mrs. Sarah Lozano MD;fruit
569;07:18:00;Michael Rios;dairy
570;07:18:00;Shane Salinas;dairy
571;07:18:00;Stephen Allen;fruit
572;07:18:00;Katherine Garcia;checkout and leave
573;07:18:00;Jonathan Stewart;drinks
574;07:18:00;Brandi Wheeler;dairy
575;07:18:00;Dylan Morales;dairy
576;07:18:00;Heather Foster;fruit
577;07:18:00;Robin Mcdonald;entrance
578;07:18:00;Hector Obrien;entrance
579;07:18:00;Deborah Mcknight;entrance
580;07:18:00;Stephanie Frederick;entrance
581;07:19:00;Rebecca Robinson;checkout and leave
582;07:19:00;Tina Mcintosh;drinks
583;07:19:00;Jay Quinn;dairy
584;07:19:00;Gerald Logan;checkout and leave
585;07:19:00;Christopher Shannon;drinks
586;07:19:00;James Robinson;fruit
587;07:19:00;William Medina;dairy
588;07:19:00;Catherine Lee;dairy
589;07:19:00;Robin Bean;dairy
590;07:19:00;Carol Rivera;drinks
591;07:19:00;Andrew Blake;checkout and leave
592;07:19:00;Mark Poole;checkout and leave
593;07:19:00;Amber Gillespie;dairy
594;07:19:00;Emily Mullen;checkout and leave
595;07:19:00;Amy Munoz;drinks
596;07:19:00;Stephanie Ortiz;fruit
597;07:19:00;Kelly Leach;dairy
598;07:19:00;Samantha Kelly;dairy
599;07:19:00;Gregory Wilson;dairy
600;07:19:00;Matthew Baker;fruit
601;07:19:00;Jason Diaz;fruit
602;07:19:00;Katie Weaver;checkout and leave
603;07:19:00;Mrs. Sarah Lozano MD;fruit
604;07:19:00;Michael Rios;dairy
605;07:19:00;Shane Salinas;fruit
606;07:19:00;Stephen Allen;dairy
607;07:19:00;Jonathan Stewart;dairy
608;07:19:00;Brandi Wheeler;drinks
609;07:19:00;Dylan Morales;checkout and leave
610;07:19:00;Heather Foster;dairy
611;07:19:00;Robin Mcdonald;fruit
612;07:19:00;Hector Obrien;spices
613;07:19:00;Deborah Mcknight;fruit
614;07:19:00;Stephanie Frederick;drinks
615;07:19:00;Krystal Livingston;entrance
616;07:19:00;Mr. Richard Brown;entrance
617;07:19:00;Mark Suarez;entrance
618;07:19:00;Anthony Stewart;entrance
619;07:19:00;Chris Torres;entrance
620;07:19:00;Stephen Smith;entrance
621;07:20:00;Tina Mcintosh;checkout and leave
622;07:20:00;Jay Quinn;dairy
623;07:20:00;Christopher Shannon;checkout and leave
624;07:20:00;James Robinson;spices
625;07:20:00;William Medina;dairy
626;07:20:00;Catherine Lee;dairy
627;07:20:00;Robin Bean;checkout and leave
628;07:20:00;Carol Rivera;dairy
629;07:20:00;Mark Poole;checkout and leave
630;07:20:00;Amber Gillespie;dairy
631;07:20:00;Amy Munoz;drinks
632;07:20:00;Stephanie Ortiz;fruit
633;07:20:00;Kelly Leach;dairy
634;07:20:00;Samantha Kelly;spices
635;07:20:00;Gregory Wilson;dairy
636;07:20:00;Matthew Baker;dairy
637;07:20:00;Jason Diaz;dairy
638;07:20:00;Mrs. Sarah Lozano MD;dairy
639;07:20:00;Michael Rios;spices
640;07:20:00;Shane Salinas;dairy
641;07:20:00;Stephen Allen;drinks
642;07:20:00;Jonathan Stewart;dairy
643;07:20:00;Brandi Wheeler;dairy
644;07:20:00;Heather Foster;spices
645;07:20:00;Robin Mcdonald;dairy
646;07:20:00;Hector Obrien;dairy
647;07:20:00;Deborah Mcknight;dairy
648;07:20:00;Stephanie Frederick;checkout and leave
649;07:20:00;Krystal Livingston;dairy
650;07:20:00;Mr. Richard Brown;spices
651;07:20:00;Mark Suarez;spices
652;07:20:00;Anthony Stewart;dairy
653;07:20:00;Chris Torres;fruit
654;07:20:00;Stephen Smith;fruit
655;07:20:00;Eric Bentley;entrance
656;07:20:00;Brittney Cole;entrance
657;07:20:00;Vincent Castillo;entrance
658;07:20:00;Dr. Craig Valencia MD;entrance
659;07:20:00;Makayla Brown;entrance
660;07:20:00;Gloria Camacho;entrance
661;07:20:00;Mr. Tim Hawkins;entrance
662;07:21:00;Jay Quinn;dairy
663;07:21:00;James Robinson;fruit
664;07:21:00;William Medina;dairy
665;07:21:00;Catherine Lee;drinks
666;07:21:00;Carol Rivera;fruit
667;07:21:00;Amber Gillespie;drinks
668;07:21:00;Amy Munoz;checkout and leave
669;07:21:00;Stephanie Ortiz;dairy
670;07:21:00;Kelly Leach;dairy
671;07:21:00;Samantha Kelly;drinks
672;07:21:00;Gregory Wilson;fruit
673;07:21:00;Matthew Baker;dairy
674;07:21:00;Jason Diaz;dairy
675;07:21:00;Mrs. Sarah Lozano MD;checkout and leave
676;07:21:00;Michael Rios;dairy
