;time;customer;location
71;07:04:00;Michelle Oneal;drinks
72;07:04:00;Jesse Jones;drinks
73;07:04:00;Timothy Obrien;fruit
74;07:04:00;Dr. James Tate IV;spices
75;07:04:00;Nicole Mullins;drinks
76;07:04:00;Lisa Johnson;fruit
77;07:04:00;David Macdonald;fruit
78;07:04:00;Bryan Scott;drinks
79;07:04:00;Shane Brown;spices
80;07:04:00;Christina Cox;entrance
81;07:04:00;Michael Nicholson;entrance
82;07:04:00;Dana Young;entrance
83;07:04:00;Mario Williams;entrance
84;07:04:00;Ashley Jones;entrance
85;07:04:00;Sandra Hester;entrance
86;07:05:00;Keith Lopez;fruit
87;07:05:00;Thomas Burke;checkout and leave
88;07:05:00;Juan Parrish;fruit
89;07:05:00;Wendy Bentley;fruit
90;07:05:00;Christopher Allen;dairy
91;07:05:00;Heather Torres;dairy
92;07:05:00;John Mitchell;dairy
93;07:05:00;Mark Turner PhD;dairy
94;07:05:00;Karen Brooks;checkout and leave
95;07:05:00;Regina Black;drinks
96;07:05:00;Colleen Terry;spices
97;07:05:00;Michelle Oneal;fruit
98;07:05:00;Jesse Jones;dairy
99;07:05:00;Timothy Obrien;drinks
100;07:05:00;Dr. James Tate IV;drinks
101;07:05:00;Nicole Mullins;spices
102;07:05:00;Lisa Johnson;dairy
103;07:05:00;David Macdonald;drinks
104;07:05:00;Bryan Scott;spices
105;07:05:00;Shane Brown;dairy
106;07:05:00;Christina Cox;drinks
107;07:05:00;Michael Nicholson;drinks
108;07:05:00;Dana Young;fruit
109;07:05:00;Mario Williams;fruit
110;07:05:00;Ashley Jones;spices
111;07:05:00;Sandra Hester;drinks
112;07:06:00;Keith Lopez;fruit
113;07:06:00;Juan Parrish;fruit
114;07:06:00;Wendy Bentley;dairy
115;07:06:00;Christopher Allen;drinks
116;07:06:00;Heather Torres;dairy
117;07:06:00;John Mitchell;spices
118;07:06:00;Mark Turner PhD;fruit
119;07:06:00;Regina Black;drinks
120;07:06:00;Colleen Terry;dairy
121;07:06:00;Michelle Oneal;checkout and leave
122;07:06:00;Jesse Jones;dairy
123;07:06:00;Timothy Obrien;fruit
124;07:06:00;Dr. James Tate IV;fruit
125;07:06:00;Nicole Mullins;spices
126;07:06:00;Lisa Johnson;drinks
127;07:06:00;David Macdonald;drinks
128;07:06:00;Bryan Scott;checkout and leave
129;07:06:00;Shane Brown;drinks
130;07:06:00;Christina Cox;drinks
131;07:06:00;Michael Nicholson;checkout and leave
132;07:06:00;Dana Young;checkout and leave
133;07:06:00;Mario Williams;dairy
134;07:06:00;Ashley Jones;dairy
135;07:06:00;Sandra Hester;drinks
136;07:06:00;Christina Morrison;entrance
137;07:06:00;Heather Williams;entrance
138;07:06:00;Veronica Payne;entrance
139;07:06:00;Brian Harrington;entrance
140;07:06:00;Joel Acosta;entrance
141;07:06:00;Jonathan Murphy;entrance
142;07:06:00;Michael Mitchell;entrance
143;07:06:00;Diane Scott;entrance
144;07:07:00;Keith Lopez;drinks
145;07:07:00;Juan Parrish;fruit
146;07:07:00;Wendy Bentley;drinks
147;07:07:00;Christopher Allen;spices
148;07:07:00;Heather Torres;fruit
149;07:07:00;John Mitchell;fruit
150;07:07:00;Mark Turner PhD;drinks
151;07:07:00;Regina Black;dairy
152;07:07:00;Colleen Terry;spices
153;07:07:00;Jesse Jones;dairy
154;07:07:00;Timothy Obrien;drinks
155;07:07:00;Dr. James Tate IV;spices
156;07:07:00;Nicole Mullins;checkout and leave
157;07:07:00;Lisa Johnson;drinks
158;07:07:00;David Macdonald;spices
159;07:07:00;Shane Brown;spices
160;07:07:00;Christina Cox;fruit
161;07:07:00;Dana Young;checkout and leave
162;07:07:00;Mario Williams;checkout and leave
163;07:07:00;Ashley Jones;spices
164;07:07:00;Sandra Hester;dairy
165;07:07:00;Christina Morrison;dairy
166;07:07:00;Heather Williams;fruit
167;07:07:00;Veronica Payne;drinks
168;07:07:00;Brian Harrington;dairy
169;07:07:00;Joel Acosta;dairy
170;07:07:00;Jonathan Murphy;drinks
171;07:07:00;Michael Mitchell;drinks
172;07:07:00;Diane Scott;drinks
173;07:07:00;Joel Anderson;entrance
174;07:07:00;Anthony Hunter;entrance
175;07:07:00;Mary Johnson;entrance
176;07:07:00;Anthony Castro;entrance
177;07:08:00;Keith Lopez;spices
178;07:08:00;Juan Parrish;checkout and leave
179;07:08:00;Wendy Bentley;dairy
180;07:08:00;Christopher Allen;checkout and leave
181;07:08:00;Heather Torres;dairy
182;07:08:00;John Mitchell;checkout and leave
183;07:08:00;Mark Turner PhD;drinks
184;07:08:00;Regina Black;checkout and leave
185;07:08:00;Colleen Terry;dairy
186;07:08:00;Jesse Jones;dairy
187;07:08:00;Timothy Obrien;drinks
188;07:08:00;Dr. James Tate IV;fruit
189;07:08:00;Lisa Johnson;checkout and leave
190;07:08:00;David Macdonald;spices
191;07:08:00;Shane Brown;dairy
192;07:08:00;Christina Cox;drinks
193;07:08:00;Mario Williams;checkout and leave
194;07:08:00;Ashley Jones;dairy
195;07:08:00;Sandra Hester;checkout and leave
196;07:08:00;Christina Morrison;fruit
197;07:08:00;Heather Williams;spices
198;07:08:00;Veronica Payne;checkout and leave
199;07:08:00;Brian Harrington;drinks
200;07:08:00;Joel Acosta;fruit
201;07:08:00;Jonathan Murphy;dairy
202;07:08:00;Michael Mitchell;fruit
203;07:08:00;Diane Scott;checkout and leave
204;07:08:00;Joel Anderson;fruit
205;07:08:00;Anthony Hunter;dairy
206;07:08:00;Mary Johnson;fruit
207;07:08:00;Anthony Castro;fruit
208;07:08:00;John Freeman;entrance
209;07:08:00;Mitchell Cruz;entrance
210;07:08:00;Kristina Mcclure;entrance
211;07:08:00;Derek Paul;entrance
212;07:09:00;Keith Lopez;dairy
213;07:09:00;Wendy Bentley;drinks
214;07:09:00;Heather Torres;checkout and leave
215;07:09:00;Mark Turner PhD;drinks
216;07:09:00;Colleen Terry;drinks
217;07:09:00;Jesse Jones;checkout and leave
218;07:09:00;Timothy Obrien;spices
219;07:09:00;Dr. James Tate IV;fruit
220;07:09:00;David Macdonald;dairy
221;07:09:00;Shane Brown;dairy
222;07:09:00;Christina Cox;dairy
223;07:09:00;Ashley Jones;checkout and leave
224;07:09:00;Christina Morrison;dairy
225;07:09:00;Heather Williams;drinks
226;07:09:00;Brian Harrington;dairy
227;07:09:00;Joel Acosta;drinks
228;07:09:00;Jonathan Murphy;fruit
229;07:09:00;Michael Mitchell;checkout and leave
230;07:09:00;Joel Anderson;drinks
231;07:09:00;Anthony Hunter;dairy
232;07:09:00;Mary Johnson;dairy
233;07:09:00;Anthony Castro;fruit
234;07:09:00;John Freeman;dairy
235;07:09:00;Mitchell Cruz;drinks
236;07:09:00;Kristina Mcclure;fruit
237;07:09:00;Derek Paul;dairy
238;07:09:00;Donna Carpenter;entrance
239;07:09:00;Patrick Tucker;entrance
240;07:10:00;Keith Lopez;dairy
241;07:10:00;Wendy Bentley;checkout and leave
242;07:10:00;Mark Turner PhD;drinks
243;07:10:00;Colleen Terry;dairy
244;07:10:00;Timothy Obrien;fruit
245;07:10:00;Dr. James Tate IV;dairy
246;07:10:00;David Macdonald;fruit
247;07:10:00;Shane Brown;fruit
248;07:10:00;Christina Cox;dairy
249;07:10:00;Christina Morrison;fruit
250;07:10:00;Heather Williams;drinks
251;07:10:00;Brian Harrington;spices
252;07:10:00;Joel Acosta;checkout and leave
253;07:10:00;Jonathan Murphy;dairy
254;07:10:00;Joel Anderson;fruit
255;07:10:00;Anthony Hunter;checkout and leave
256;07:10:00;Mary Johnson;fruit
257;07:10:00;Anthony Castro;dairy
258;07:10:00;John Freeman;fruit
259;07:10:00;Mitchell Cruz;fruit
260;07:10:00;Kristina Mcclure;drinks
261;07:10:00;Derek Paul;fruit
262;07:10:00;Donna Carpenter;drinks
263;07:10:00;Patrick Tucker;fruit
264;07:10:00;Paige Brewer;entrance
265;07:10:00;Sandra Esparza;entrance
266;07:10:00;Michael Molina;entrance
267;07:11:00;Keith Lopez;dairy
268;07:11:00;Mark Turner PhD;fruit
269;07:11:00;Colleen Terry;checkout and leave
270;07:11:00;Timothy Obrien;drinks
271;07:11:00;Dr. James Tate IV;drinks
272;07:11:00;David Macdonald;fruit
273;07:11:00;Shane Brown;dairy
274;07:11:00;Christina Cox;dairy
275;07:11:00;Christina Morrison;checkout and leave
276;07:11:00;Heather Williams;spices
277;07:11:00;Brian Harrington;dairy
278;07:11:00;Jonathan Murphy;drinks
279;07:11:00;Joel Anderson;drinks
280;07:11:00;Mary Johnson;dairy
281;07:11:00;Anthony Castro;dairy
282;07:11:00;John Freeman;checkout and leave
283;07:11:00;Mitchell Cruz;drinks
284;07:11:00;Kristina Mcclure;dairy
285;07:11:00;Derek Paul;spices
286;07:11:00;Donna Carpenter;fruit
287;07:11:00;Patrick Tucker;dairy
288;07:11:00;Paige Brewer;drinks
289;07:11:00;Sandra Esparza;spices
290;07:11:00;Michael Molina;fruit
291;07:11:00;Mikayla Williams;entrance
292;07:11:00;Amanda Acosta;entrance
293;07:11:00;Bradley King;entrance
294;07:11:00;Brandon Peterson;entrance
295;07:11:00;Angela Marsh;entrance
296;07:11:00;Casey Barron;entrance
297;07:11:00;Timothy Logan;entrance
298;07:12:00;Keith Lopez;fruit
299;07:12:00;Mark Turner PhD;dairy
300;07:12:00;Timothy Obrien;drinks
301;07:12:00;Dr. James Tate IV;dairy
302;07:12:00;David Macdonald;dairy
303;07:12:00;Shane Brown;dairy
304;07:12:00;Christina Cox;dairy
305;07:12:00;Heather Williams;drinks
306;07:12:00;Brian Harrington;dairy
307;07:12:00;Jonathan Murphy;spices
308;07:12:00;Joel Anderson;dairy
309;07:12:00;Mary Johnson;fruit
310;07:12:00;Anthony Castro;fruit
311;07:12:00;Mitchell Cruz;fruit
312;07:12:00;Kristina Mcclure;drinks
313;07:12:00;Derek Paul;checkout and leave
314;07:12:00;Donna Carpenter;dairy
315;07:12:00;Patrick Tucker;dairy
316;07:12:00;Paige Brewer;drinks
317;07:12:00;Sandra Esparza;dairy
318;07:12:00;Michael Molina;dairy
319;07:12:00;Mikayla Williams;drinks
320;07:12:00;Amanda Acosta;spices
321;07:12:00;Bradley King;dairy
322;07:12:00;Brandon Peterson;fruit
323;07:12:00;Angela Marsh;drinks
324;07:12:00;Casey Barron;dairy
325;07:12:00;Timothy Logan;fruit
326;07:12:00;Jessica Smith;entrance
327;07:12:00;Gabriel Shah MD;entrance
328;07:12:00;Danielle Wolfe;entrance
329;07:12:00;Lindsey Johnson;entrance
330;07:12:00;Joseph Smith;entrance
331;07:12:00;Cheryl Anderson;entrance
332;07:12:00;Jared Davis;entrance
333;07:12:00;Michael Johnson;entrance
334;07:12:00;Jessica Price;entrance
335;07:13:00;Keith Lopez;fruit
336;07:13:00;Mark Turner PhD;fruit
337;07:13:00;Timothy Obrien;drinks
338;07:13:00;Dr. James Tate IV;dairy
339;07:13:00;David Macdonald;fruit
340;07:13:00;Shane Brown;dairy
341;07:13:00;Christina Cox;drinks
342;07:13:00;Heather Williams;dairy
343;07:13:00;Brian Harrington;spices
344;07:13:00;Jonathan Murphy;dairy
345;07:13:00;Joel Anderson;dairy
346;07:13:00;Mary Johnson;drinks
347;07:13:00;Anthony Castro;dairy
348;07:13:00;Mitchell Cruz;checkout and leave
349;07:13:00;Kristina Mcclure;spices
350;07:13:00;Donna Carpenter;fruit
351;07:13:00;Patrick Tucker;dairy
352;07:13:00;Paige Brewer;dairy
353;07:13:00;Sandra Esparza;checkout and leave
354;07:13:00;Michael Molina;dairy
355;07:13:00;Mikayla Williams;spices
356;07:13:00;Amanda Acosta;spices
357;07:13:00;Bradley King;fruit
358;07:13:00;Brandon Peterson;drinks
359;07:13:00;Angela Marsh;checkout and leave
360;07:13:00;Casey Barron;dairy
361;07:13:00;Timothy Logan;checkout and leave
362;07:13:00;Jessica Smith;fruit
363;07:13:00;Gabriel Shah MD;dairy
364;07:13:00;Danielle Wolfe;fruit
365;07:13:00;Lindsey Johnson;fruit
366;07:13:00;Joseph Smith;dairy
367;07:13:00;Cheryl Anderson;spices
368;07:13:00;Jared Davis;fruit
369;07:13:00;Michael Johnson;drinks
370;07:13:00;Jessica Price;dairy
371;07:13:00;Kerry Cooper;entrance
372;07:13:00;Nicole Cooper;entrance
373;07:13:00;Lauren Stone;entrance
374;07:14:00;Keith Lopez;fruit
375;07:14:00;Mark Turner PhD;dairy
376;07:14:00;Timothy Obrien;dairy
377;07:14:00;Dr. James Tate IV;drinks
378;07:14:00;David Macdonald;fruit
379;07:14:00;Shane Brown;spices
380;07:14:00;Christina Cox;drinks
381;07:14:00;Heather Williams;fruit
382;07:14:00;Brian Harrington;drinks
383;07:14:00;Jonathan Murphy;drinks
384;07:14:00;Joel Anderson;fruit
385;07:14:00;Mary Johnson;drinks
386;07:14:00;Anthony Castro;fruit
387;07:14:00;Kristina Mcclure;spices
388;07:14:00;Donna Carpenter;spices
389;07:14:00;Patrick Tucker;spices
390;07:14:00;Paige Brewer;spices
391;07:14:00;Michael Molina;dairy
392;07:14:00;Mikayla Williams;dairy
393;07:14:00;Amanda Acosta;drinks
394;07:14:00;Bradley King;dairy
395;07:14:00;Brandon Peterson;spices
396;07:14:00;Casey Barron;dairy
397;07:14:00;Jessica Smith;dairy
398;07:14:00;Gabriel Shah MD;drinks
399;07:14:00;Danielle Wolfe;fruit
400;07:14:00;Lindsey Johnson;spices
401;07:14:00;Joseph Smith;fruit
402;07:14:00;Cheryl Anderson;dairy
403;07:14:00;Jared Davis;checkout and leave
404;07:14:00;Michael Johnson;dairy
405;07:14:00;Jessica Price;spices
406;07:14:00;Kerry Cooper;drinks
407;07:14:00;Nicole Cooper;drinks
408;07:14:00;Lauren Stone;drinks
409;07:14:00;Robert Merritt;entrance
410;07:14:00;Andrew Cline;entrance
411;07:14:00;Jason Harris;entrance
412;07:14:00;John Brown;entrance
413;07:14:00;Michael Hurst;entrance
414;07:15:00;Keith Lopez;dairy
415;07:15:00;Mark Turner PhD;dairy
416;07:15:00;Timothy Obrien;fruit
417;07:15:00;Dr. James Tate IV;fruit
418;07:15:00;David Macdonald;checkout and leave
419;07:15:00;Shane Brown;fruit
420;07:15:00;Christina Cox;fruit
421;07:15:00;Heather Williams;dairy
422;07:15:00;Brian Harrington;drinks
423;07:15:00;Jonathan Murphy;spices
424;07:15:00;Joel Anderson;dairy
425;07:15:00;Mary Johnson;fruit
426;07:15:00;Anthony Castro;drinks
427;07:15:00;Kristina Mcclure;fruit
428;07:15:00;Donna Carpenter;dairy
429;07:15:00;Patrick Tucker;drinks
430;07:15:00;Paige Brewer;fruit
431;07:15:00;Michael Molina;drinks
432;07:15:00;Mikayla Williams;drinks
433;07:15:00;Amanda Acosta;drinks
434;07:15:00;Bradley King;spices
435;07:15:00;Brandon Peterson;dairy
436;07:15:00;Casey Barron;checkout and leave
437;07:15:00;Jessica Smith;spices
438;07:15:00;Gabriel Shah MD;fruit
439;07:15:00;Danielle Wolfe;fruit
440;07:15:00;Lindsey Johnson;spices
441;07:15:00;Joseph Smith;fruit
442;07:15:00;Cheryl Anderson;fruit
443;07:15:00;Michael Johnson;dairy
444;07:15:00;Jessica Price;dairy
445;07:15:00;Kerry Cooper;dairy
446;07:15:00;Nicole Cooper;drinks
447;07:15:00;Lauren Stone;dairy
448;07:15:00;Robert Merritt;dairy
449;07:15:00;Andrew Cline;dairy
450;07:15:00;Jason Harris;fruit
451;07:15:00;John Brown;drinks
452;07:15:00;Michael Hurst;drinks
453;07:15:00;Debra Miller;entrance
454;07:15:00;Wendy Fuentes;entrance
455;07:15:00;Joseph White;entrance
456;07:15:00;Sheryl Price;entrance
457;07:16:00;Keith Lopez;drinks
458;07:16:00;Mark Turner PhD;spices
459;07:16:00;Timothy Obrien;spices
460;07:16:00;Dr. James Tate IV;fruit
461;07:16:00;Shane Brown;dairy
462;07:16:00;Christina Cox;checkout and leave
463;07:16:00;Heather Williams;fruit
464;07:16:00;Brian Harrington;fruit
465;07:16:00;Jonathan Murphy;dairy
466;07:16:00;Joel Anderson;drinks
467;07:16:00;Mary Johnson;spices
468;07:16:00;Anthony Castro;drinks
469;07:16:00;Kristina Mcclure;fruit
470;07:16:00;Donna Carpenter;fruit
471;07:16:00;Patrick Tucker;dairy
472;07:16:00;Paige Brewer;drinks
473;07:16:00;Michael Molina;dairy
474;07:16:00;Mikayla Williams;drinks
475;07:16:00;Amanda Acosta;spices
476;07:16:00;Bradley King;dairy
477;07:16:00;Brandon Peterson;fruit
478;07:16:00;Jessica Smith;fruit
479;07:16:00;Gabriel Shah MD;drinks
480;07:16:00;Danielle Wolfe;dairy
481;07:16:00;Lindsey Johnson;dairy
482;07:16:00;Joseph Smith;spices
483;07:16:00;Cheryl Anderson;drinks
484;07:16:00;Michael Johnson;dairy
485;07:16:00;Jessica Price;dairy
486;07:16:00;Kerry Cooper;dairy
487;07:16:00;Nicole Cooper;drinks
488;07:16:00;Lauren Stone;drinks
489;07:16:00;Robert Merritt;drinks
490;07:16:00;Andrew Cline;spices
491;07:16:00;Jason Harris;fruit
492;07:16:00;John Brown;drinks
493;07:16:00;Michael Hurst;dairy
494;07:16:00;Debra Miller;drinks
495;07:16:00;Wendy Fuentes;spices
496;07:16:00;Joseph White;spices
497;07:16:00;Sheryl Price;spices
498;07:16:00;William Morris;entrance
499;07:16:00;Linda Neal;entrance
500;07:16:00;John Alexander;entrance
501;07:16:00;Dr. Christopher Parsons;entrance
502;07:17:00;Keith Lopez;dairy
503;07:17:00;Mark Turner PhD;checkout and leave
504;07:17:00;Timothy Obrien;spices
505;07:17:00;Dr. James Tate IV;fruit
506;07:17:00;Shane Brown;fruit
507;07:17:00;Heather Williams;dairy
508;07:17:00;Brian Harrington;dairy
509;07:17:00;Jonathan Murphy;dairy
510;07:17:00;Joel Anderson;dairy
511;07:17:00;Mary Johnson;drinks
512;07:17:00;Anthony Castro;checkout and leave
513;07:17:00;Kristina Mcclure;checkout and leave
514;07:17:00;Donna Carpenter;drinks
515;07:17:00;Patrick Tucker;fruit
516;07:17:00;Paige Brewer;dairy
517;07:17:00;Michael Molina;spices
518;07:17:00;Mikayla Williams;fruit
519;07:17:00;Amanda Acosta;drinks
520;07:17:00;Bradley King;checkout and leave
521;07:17:00;Brandon Peterson;dairy
522;07:17:00;Jessica Smith;checkout and leave
523;07:17:00;Gabriel Shah MD;dairy
524;07:17:00;Danielle Wolfe;dairy
525;07:17:00;Lindsey Johnson;drinks
526;07:17:00;Joseph Smith;dairy
527;07:17:00;Cheryl Anderson;drinks
528;07:17:00;Michael Johnson;checkout and leave
529;07:17:00;Jessica Price;drinks
530;07:17:00;Kerry Cooper;checkout and leave
531;07:17:00;Nicole Cooper;dairy
532;07:17:00;Lauren Stone;spices
533;07:17:00;Robert Merritt;spices
534;07:17:00;Andrew Cline;drinks
535;07:17:00;Jason Harris;checkout and leave
536;07:17:00;John Brown;fruit
537;07:17:00;Michael Hurst;dairy
538;07:17:00;Debra Miller;drinks
539;07:17:00;Wendy Fuentes;checkout and leave
540;07:17:00;Joseph White;dairy
541;07:17:00;Sheryl Price;drinks
542;07:17:00;William Morris;dairy
543;07:17:00;Linda Neal;dairy
544;07:17:00;John Alexander;fruit
545;07:17:00;Dr. Christopher Parsons;drinks
546;07:17:00;Jorge Dennis;entrance
547;07:17:00;Ronald Allison;entrance
548;07:17:00;Dustin Archer;entrance
549;07:18:00;Keith Lopez;drinks
550;07:18:00;Timothy Obrien;dairy
551;07:18:00;Dr. James Tate IV;dairy
552;07:18:00;Shane Brown;dairy
553;07:18:00;Heather Williams;spices
554;07:18:00;Brian Harrington;drinks
555;07:18:00;Jonathan Murphy;fruit
556;07:18:00;Joel Anderson;fruit
557;07:18:00;Mary Johnson;drinks
558;07:18:00;Kristina Mcclure;checkout and leave
559;07:18:00;Donna Carpenter;dairy
560;07:18:00;Patrick Tucker;drinks
561;07:18:00;Paige Brewer;fruit
562;07:18:00;Michael Molina;fruit
563;07:18:00;Mikayla Williams;spices
564;07:18:00;Amanda Acosta;spices
565;07:18:00;Brandon Peterson;checkout and leave
566;07:18:00;Gabriel Shah MD;dairy
567;07:18:00;Danielle Wolfe;spices
568;07:18:00;Lindsey Johnson;fruit
569;07:18:00;Joseph Smith;fruit
570;07:18:00;Cheryl Anderson;fruit
571;07:18:00;Jessica Price;checkout and leave
572;07:18:00;Nicole Cooper;fruit
573;07:18:00;Lauren Stone;dairy
574;07:18:00;Robert Merritt;drinks
575;07:18:00;Andrew Cline;fruit
576;07:18:00;John Brown;fruit
577;07:18:00;Michael Hurst;dairy
578;07:18:00;Debra Miller;drinks
579;07:18:00;Joseph White;dairy
580;07:18:00;Sheryl Price;fruit
581;07:18:00;William Morris;fruit
582;07:18:00;Linda Neal;spices
583;07:18:00;John Alexander;drinks
584;07:18:00;Dr. Christopher Parsons;fruit
585;07:18:00;Jorge Dennis;dairy
586;07:18:00;Ronald Allison;drinks
587;07:18:00;Dustin Archer;spices
588;07:18:00;Christopher Schwartz;entrance
589;07:18:00;Jennifer Gregory;entrance
590;07:18:00;Eric Haas;entrance
591;07:18:00;Julie Carter MD;entrance
592;07:19:00;Keith Lopez;dairy
593;07:19:00;Timothy Obrien;spices
594;07:19:00;Dr. James Tate IV;dairy
595;07:19:00;Shane Brown;dairy
596;07:19:00;Heather Williams;spices
597;07:19:00;Brian Harrington;drinks
598;07:19:00;Jonathan Murphy;fruit
599;07:19:00;Joel Anderson;checkout and leave
600;07:19:00;Mary Johnson;spices
601;07:19:00;Donna Carpenter;dairy
602;07:19:00;Patrick Tucker;dairy
603;07:19:00;Paige Brewer;fruit
604;07:19:00;Michael Molina;fruit
605;07:19:00;Mikayla Williams;fruit
606;07:19:00;Amanda Acosta;drinks
607;07:19:00;Gabriel Shah MD;drinks
608;07:19:00;Danielle Wolfe;checkout and leave
609;07:19:00;Lindsey Johnson;dairy
610;07:19:00;Joseph Smith;drinks
611;07:19:00;Cheryl Anderson;drinks
612;07:19:00;Nicole Cooper;drinks
613;07:19:00;Lauren Stone;dairy
614;07:19:00;Robert Merritt;dairy
615;07:19:00;Andrew Cline;dairy
616;07:19:00;John Brown;dairy
617;07:19:00;Michael Hurst;spices
618;07:19:00;Debra Miller;drinks
619;07:19:00;Joseph White;drinks
620;07:19:00;Sheryl Price;checkout and leave
621;07:19:00;William Morris;drinks
622;07:19:00;Linda Neal;dairy
623;07:19:00;John Alexander;dairy
624;07:19:00;Dr. Christopher Parsons;fruit
625;07:19:00;Jorge Dennis;checkout and leave
626;07:19:00;Ronald Allison;fruit
627;07:19:00;Dustin Archer;fruit
628;07:19:00;Christopher Schwartz;fruit
629;07:19:00;Jennifer Gregory;spices
630;07:19:00;Eric Haas;drinks
631;07:19:00;Julie Carter MD;dairy
632;07:19:00;Deanna Gonzalez;entrance
633;07:19:00;Joel Parks;entrance
634;07:19:00;Isaac Perkins;entrance
635;07:19:00;Kristopher Ibarra;entrance
636;07:19:00;Mary Barrett;entrance
637;07:19:00;Justin Thompson;entrance
638;07:20:00;Keith Lopez;dairy
639;07:20:00;Timothy Obrien;drinks
640;07:20:00;Dr. James Tate IV;fruit
641;07:20:00;Shane Brown;checkout and leave
642;07:20:00;Heather Williams;checkout and leave
643;07:20:00;Brian Harrington;dairy
644;07:20:00;Jonathan Murphy;drinks
645;07:20:00;Mary Johnson;fruit
646;07:20:00;Donna Carpenter;spices
647;07:20:00;Patrick Tucker;checkout and leave
648;07:20:00;Paige Brewer;fruit
649;07:20:00;Michael Molina;fruit
650;07:20:00;Mikayla Williams;drinks
651;07:20:00;Amanda Acosta;dairy
652;07:20:00;Gabriel Shah MD;drinks
653;07:20:00;Lindsey Johnson;fruit
654;07:20:00;Joseph Smith;fruit
655;07:20:00;Cheryl Anderson;checkout and leave
656;07:20:00;Nicole Cooper;drinks
657;07:20:00;Lauren Stone;spices
658;07:20:00;Robert Merritt;dairy
659;07:20:00;Andrew Cline;fruit
660;07:20:00;John Brown;dairy
661;07:20:00;Michael Hurst;dairy
662;07:20:00;Debra Miller;checkout and leave
663;07:20:00;Joseph White;fruit
664;07:20:00;William Morris;checkout and leave
665;07:20:00;Linda Neal;fruit
666;07:20:00;John Alexander;dairy
667;07:20:00;Dr. Christopher Parsons;dairy
668;07:20:00;Ronald Allison;checkout and leave
669;07:20:00;Dustin Archer;fruit
670;07:20:00;Christopher Schwartz;dairy
671;07:20:00;Jennifer Gregory;dairy
672;07:20:00;Eric Haas;dairy
673;07:20:00;Julie Carter MD;checkout and leave
674;07:20:00;Deanna Gonzalez;dairy
675;07:20:00;Joel Parks;drinks
676;07:20:00;Isaac Perkins;fruit
677;07:20:00;Kristopher Ibarra;spices
678;07:20:00;Mary Barrett;drinks
679;07:20:00;Justin Thompson;drinks
680;07:20:00;Carlos Russell;entrance
681;07:20:00;Charles Carr;entrance
682;07:20:00;Ms. Andrea Arnold;entrance
683;07:20:00;Joseph Williamson;entrance
