;time;customer;location
67;07:04:00;Kimberly Nunez;dairy
68;07:04:00;Adam Moss;spices
69;07:04:00;Gina Johnson;spices
70;07:04:00;Cody Wilson;checkout and leave
71;07:04:00;Jacob Hill;spices
72;07:04:00;Michelle Mckinney;drinks
73;07:04:00;Lee Brandt;spices
74;07:04:00;Maria Oconnell;fruit
75;07:04:00;Adam Hansen;spices
76;07:04:00;Melissa Rodriguez;spices
77;07:04:00;Jamie Williamson;spices
78;07:04:00;Daisy Anderson;spices
79;07:04:00;Amanda Davis;entrance
80;07:04:00;Mrs. Kellie Knox;entrance
81;07:04:00;Kimberly Watkins;entrance
82;07:04:00;Denise Johnson;entrance
83;07:04:00;Dr. Eric Young;entrance
84;07:04:00;Briana Browning;entrance
85;07:05:00;Daniel Williams;dairy
86;07:05:00;Heather Brown;checkout and leave
87;07:05:00;Barbara Smith;dairy
88;07:05:00;Steven Marks;dairy
89;07:05:00;Linda Jarvis;dairy
90;07:05:00;Shawn Coleman;fruit
91;07:05:00;Nicole Mccarty;drinks
92;07:05:00;Mike Gallagher;dairy
93;07:05:00;Aaron Garcia;dairy
94;07:05:00;Kimberly Nunez;dairy
95;07:05:00;Adam Moss;spices
96;07:05:00;Gina Johnson;drinks
97;07:05:00;Jacob Hill;fruit
98;07:05:00;Michelle Mckinney;fruit
99;07:05:00;Lee Brandt;dairy
100;07:05:00;Maria Oconnell;drinks
101;07:05:00;Adam Hansen;checkout and leave
102;07:05:00;Melissa Rodriguez;spices
103;07:05:00;Jamie Williamson;fruit
104;07:05:00;Daisy Anderson;drinks
105;07:05:00;Amanda Davis;fruit
106;07:05:00;Mrs. Kellie Knox;fruit
107;07:05:00;Kimberly Watkins;dairy
108;07:05:00;Denise Johnson;spices
109;07:05:00;Dr. Eric Young;spices
110;07:05:00;Briana Browning;spices
111;07:06:00;Daniel Williams;drinks
112;07:06:00;Barbara Smith;drinks
113;07:06:00;Steven Marks;checkout and leave
114;07:06:00;Linda Jarvis;dairy
115;07:06:00;Shawn Coleman;dairy
116;07:06:00;Nicole Mccarty;dairy
117;07:06:00;Mike Gallagher;fruit
118;07:06:00;Aaron Garcia;fruit
119;07:06:00;Kimberly Nunez;drinks
120;07:06:00;Adam Moss;dairy
121;07:06:00;Gina Johnson;checkout and leave
122;07:06:00;Jacob Hill;fruit
123;07:06:00;Michelle Mckinney;drinks
124;07:06:00;Lee Brandt;spices
125;07:06:00;Maria Oconnell;checkout and leave
126;07:06:00;Melissa Rodriguez;dairy
127;07:06:00;Jamie Williamson;spices
128;07:06:00;Daisy Anderson;spices
129;07:06:00;Amanda Davis;fruit
130;07:06:00;Mrs. Kellie Knox;checkout and leave
131;07:06:00;Kimberly Watkins;drinks
132;07:06:00;Denise Johnson;drinks
133;07:06:00;Dr. Eric Young;drinks
134;07:06:00;Briana Browning;checkout and leave
135;07:06:00;Kathy Dickson;entrance
136;07:06:00;William Turner;entrance
137;07:06:00;Kaitlin Brown;entrance
138;07:06:00;Brian Young;entrance
139;07:06:00;Tiffany Holt;entrance
140;07:06:00;Matthew Mcmillan;entrance
141;07:06:00;Johnny Zuniga;entrance
142;07:06:00;Travis Pacheco;entrance
143;07:07:00;Daniel Williams;dairy
144;07:07:00;Barbara Smith;dairy
145;07:07:00;Linda Jarvis;fruit
146;07:07:00;Shawn Coleman;dairy
147;07:07:00;Nicole Mccarty;fruit
148;07:07:00;Mike Gallagher;drinks
149;07:07:00;Aaron Garcia;fruit
150;07:07:00;Kimberly Nunez;dairy
151;07:07:00;Adam Moss;fruit
152;07:07:00;Jacob Hill;spices
153;07:07:00;Michelle Mckinney;drinks
154;07:07:00;Lee Brandt;spices
155;07:07:00;Melissa Rodriguez;checkout and leave
156;07:07:00;Jamie Williamson;fruit
157;07:07:00;Daisy Anderson;dairy
158;07:07:00;Amanda Davis;spices
159;07:07:00;Kimberly Watkins;checkout and leave
160;07:07:00;Denise Johnson;fruit
161;07:07:00;Dr. Eric Young;checkout and leave
162;07:07:00;Kathy Dickson;drinks
163;07:07:00;William Turner;spices
164;07:07:00;Kaitlin Brown;spices
165;07:07:00;Brian Young;spices
166;07:07:00;Tiffany Holt;fruit
167;07:07:00;Matthew Mcmillan;fruit
168;07:07:00;Johnny Zuniga;drinks
169;07:07:00;Travis Pacheco;fruit
170;07:07:00;Joshua Sellers;entrance
171;07:07:00;Theodore Morris;entrance
172;07:07:00;Samantha Smith;entrance
173;07:07:00;James Martinez;entrance
174;07:08:00;Daniel Williams;fruit
175;07:08:00;Barbara Smith;drinks
176;07:08:00;Linda Jarvis;drinks
177;07:08:00;Shawn Coleman;spices
178;07:08:00;Nicole Mccarty;fruit
179;07:08:00;Mike Gallagher;dairy
180;07:08:00;Aaron Garcia;spices
181;07:08:00;Kimberly Nunez;dairy
182;07:08:00;Adam Moss;drinks
183;07:08:00;Jacob Hill;drinks
184;07:08:00;Michelle Mckinney;dairy
185;07:08:00;Lee Brandt;dairy
186;07:08:00;Jamie Williamson;drinks
187;07:08:00;Daisy Anderson;fruit
188;07:08:00;Amanda Davis;dairy
189;07:08:00;Denise Johnson;spices
190;07:08:00;Kathy Dickson;fruit
191;07:08:00;William Turner;spices
192;07:08:00;Kaitlin Brown;dairy
193;07:08:00;Brian Young;drinks
194;07:08:00;Tiffany Holt;dairy
195;07:08:00;Matthew Mcmillan;spices
196;07:08:00;Johnny Zuniga;drinks
197;07:08:00;Travis Pacheco;spices
198;07:08:00;Joshua Sellers;spices
199;07:08:00;Theodore Morris;spices
200;07:08:00;Samantha Smith;dairy
201;07:08:00;James Martinez;fruit
202;07:08:00;James Williams;entrance
203;07:08:00;Raven Harrison;entrance
204;07:08:00;Rebecca Nguyen;entrance
205;07:08:00;Rodney Gonzalez;entrance
206;07:09:00;Daniel Williams;fruit
207;07:09:00;Barbara Smith;checkout and leave
208;07:09:00;Linda Jarvis;spices
209;07:09:00;Shawn Coleman;dairy
210;07:09:00;Nicole Mccarty;dairy
211;07:09:00;Mike Gallagher;dairy
212;07:09:00;Aaron Garcia;checkout and leave
213;07:09:00;Kimberly Nunez;fruit
214;07:09:00;Adam Moss;fruit
215;07:09:00;Jacob Hill;spices
216;07:09:00;Michelle Mckinney;fruit
217;07:09:00;Lee Brandt;checkout and leave
218;07:09:00;Jamie Williamson;spices
219;07:09:00;Daisy Anderson;drinks
220;07:09:00;Amanda Davis;dairy
221;07:09:00;Denise Johnson;spices
222;07:09:00;Kathy Dickson;dairy
223;07:09:00;William Turner;dairy
224;07:09:00;Kaitlin Brown;checkout and leave
225;07:09:00;Brian Young;dairy
226;07:09:00;Tiffany Holt;fruit
227;07:09:00;Matthew Mcmillan;checkout and leave
228;07:09:00;Johnny Zuniga;checkout and leave
229;07:09:00;Travis Pacheco;checkout and leave
230;07:09:00;Joshua Sellers;checkout and leave
231;07:09:00;Theodore Morris;dairy
232;07:09:00;Samantha Smith;fruit
233;07:09:00;James Martinez;fruit
234;07:09:00;James Williams;dairy
235;07:09:00;Raven Harrison;dairy
236;07:09:00;Rebecca Nguyen;drinks
237;07:09:00;Rodney Gonzalez;dairy
238;07:09:00;Sarah Hicks;entrance
239;07:09:00;Julie Lowe;entrance
240;07:10:00;Daniel Williams;fruit
241;07:10:00;Linda Jarvis;dairy
242;07:10:00;Shawn Coleman;dairy
243;07:10:00;Nicole Mccarty;spices
244;07:10:00;Mike Gallagher;fruit
245;07:10:00;Kimberly Nunez;fruit
246;07:10:00;Adam Moss;drinks
247;07:10:00;Jacob Hill;checkout and leave
248;07:10:00;Michelle Mckinney;drinks
249;07:10:00;Jamie Williamson;fruit
250;07:10:00;Daisy Anderson;dairy
251;07:10:00;Amanda Davis;spices
252;07:10:00;Denise Johnson;drinks
253;07:10:00;Kathy Dickson;fruit
254;07:10:00;William Turner;spices
255;07:10:00;Brian Young;fruit
256;07:10:00;Tiffany Holt;drinks
257;07:10:00;Johnny Zuniga;checkout and leave
258;07:10:00;Joshua Sellers;checkout and leave
259;07:10:00;Theodore Morris;dairy
260;07:10:00;Samantha Smith;drinks
261;07:10:00;James Martinez;spices
262;07:10:00;James Williams;dairy
263;07:10:00;Raven Harrison;checkout and leave
264;07:10:00;Rebecca Nguyen;checkout and leave
265;07:10:00;Rodney Gonzalez;drinks
266;07:10:00;Sarah Hicks;spices
267;07:10:00;Julie Lowe;drinks
268;07:10:00;Michael Brennan;entrance
269;07:10:00;Ryan Carter;entrance
270;07:10:00;David Collins;entrance
271;07:11:00;Daniel Williams;dairy
272;07:11:00;Linda Jarvis;dairy
273;07:11:00;Shawn Coleman;dairy
274;07:11:00;Nicole Mccarty;fruit
275;07:11:00;Mike Gallagher;fruit
276;07:11:00;Kimberly Nunez;spices
277;07:11:00;Adam Moss;fruit
278;07:11:00;Michelle Mckinney;fruit
279;07:11:00;Jamie Williamson;fruit
280;07:11:00;Daisy Anderson;dairy
281;07:11:00;Amanda Davis;checkout and leave
282;07:11:00;Denise Johnson;checkout and leave
283;07:11:00;Kathy Dickson;spices
284;07:11:00;William Turner;spices
285;07:11:00;Brian Young;dairy
286;07:11:00;Tiffany Holt;dairy
287;07:11:00;Joshua Sellers;checkout and leave
288;07:11:00;Theodore Morris;drinks
289;07:11:00;Samantha Smith;drinks
290;07:11:00;James Martinez;dairy
291;07:11:00;James Williams;dairy
292;07:11:00;Rebecca Nguyen;checkout and leave
293;07:11:00;Rodney Gonzalez;drinks
294;07:11:00;Sarah Hicks;checkout and leave
295;07:11:00;Julie Lowe;drinks
296;07:11:00;Michael Brennan;spices
297;07:11:00;Ryan Carter;fruit
298;07:11:00;David Collins;dairy
299;07:11:00;John Reyes;entrance
300;07:11:00;Karina Pennington;entrance
301;07:11:00;Angela Reyes;entrance
302;07:11:00;Erika Stewart;entrance
303;07:11:00;James Smith;entrance
304;07:11:00;Sarah Gonzales;entrance
305;07:11:00;Isabella Black;entrance
306;07:12:00;Daniel Williams;fruit
307;07:12:00;Linda Jarvis;spices
308;07:12:00;Shawn Coleman;dairy
309;07:12:00;Nicole Mccarty;dairy
310;07:12:00;Mike Gallagher;dairy
311;07:12:00;Kimberly Nunez;dairy
312;07:12:00;Adam Moss;drinks
313;07:12:00;Michelle Mckinney;fruit
314;07:12:00;Jamie Williamson;dairy
315;07:12:00;Daisy Anderson;dairy
316;07:12:00;Denise Johnson;checkout and leave
317;07:12:00;Kathy Dickson;dairy
318;07:12:00;William Turner;dairy
319;07:12:00;Brian Young;checkout and leave
320;07:12:00;Tiffany Holt;dairy
321;07:12:00;Theodore Morris;spices
322;07:12:00;Samantha Smith;dairy
323;07:12:00;James Martinez;dairy
324;07:12:00;James Williams;drinks
325;07:12:00;Rodney Gonzalez;dairy
326;07:12:00;Julie Lowe;dairy
327;07:12:00;Michael Brennan;fruit
328;07:12:00;Ryan Carter;fruit
329;07:12:00;David Collins;drinks
330;07:12:00;John Reyes;dairy
331;07:12:00;Karina Pennington;dairy
332;07:12:00;Angela Reyes;dairy
333;07:12:00;Erika Stewart;drinks
334;07:12:00;James Smith;dairy
335;07:12:00;Sarah Gonzales;fruit
336;07:12:00;Isabella Black;drinks
337;07:12:00;Christian Moore;entrance
338;07:12:00;Matthew Miller;entrance
339;07:12:00;Meghan Hoover;entrance
340;07:12:00;Richard Richardson;entrance
341;07:12:00;Thomas Santiago;entrance
342;07:12:00;Crystal Williams;entrance
343;07:12:00;William Smith MD;entrance
344;07:12:00;Robert Jennings;entrance
345;07:12:00;Kimberly Watts;entrance
346;07:13:00;Daniel Williams;checkout and leave
347;07:13:00;Linda Jarvis;dairy
348;07:13:00;Shawn Coleman;dairy
349;07:13:00;Nicole Mccarty;dairy
350;07:13:00;Mike Gallagher;drinks
351;07:13:00;Kimberly Nunez;dairy
352;07:13:00;Adam Moss;dairy
353;07:13:00;Michelle Mckinney;checkout and leave
354;07:13:00;Jamie Williamson;fruit
355;07:13:00;Daisy Anderson;drinks
356;07:13:00;Kathy Dickson;spices
357;07:13:00;William Turner;drinks
358;07:13:00;Tiffany Holt;dairy
359;07:13:00;Theodore Morris;dairy
360;07:13:00;Samantha Smith;drinks
361;07:13:00;James Martinez;dairy
362;07:13:00;James Williams;spices
363;07:13:00;Rodney Gonzalez;fruit
364;07:13:00;Julie Lowe;dairy
365;07:13:00;Michael Brennan;fruit
366;07:13:00;Ryan Carter;spices
367;07:13:00;David Collins;spices
368;07:13:00;John Reyes;dairy
369;07:13:00;Karina Pennington;fruit
370;07:13:00;Angela Reyes;checkout and leave
371;07:13:00;Erika Stewart;checkout and leave
372;07:13:00;James Smith;drinks
373;07:13:00;Sarah Gonzales;dairy
374;07:13:00;Isabella Black;spices
375;07:13:00;Christian Moore;drinks
376;07:13:00;Matthew Miller;spices
377;07:13:00;Meghan Hoover;dairy
378;07:13:00;Richard Richardson;drinks
379;07:13:00;Thomas Santiago;drinks
380;07:13:00;Crystal Williams;drinks
381;07:13:00;William Smith MD;dairy
382;07:13:00;Robert Jennings;fruit
383;07:13:00;Kimberly Watts;drinks
384;07:13:00;Samantha Gallegos;entrance
385;07:13:00;Brenda Miles;entrance
386;07:13:00;Dale May;entrance
387;07:14:00;Linda Jarvis;fruit
388;07:14:00;Shawn Coleman;dairy
389;07:14:00;Nicole Mccarty;fruit
390;07:14:00;Mike Gallagher;dairy
391;07:14:00;Kimberly Nunez;spices
392;07:14:00;Adam Moss;drinks
393;07:14:00;Jamie Williamson;dairy
394;07:14:00;Daisy Anderson;checkout and leave
395;07:14:00;Kathy Dickson;checkout and leave
396;07:14:00;William Turner;spices
397;07:14:00;Tiffany Holt;fruit
398;07:14:00;Theodore Morris;dairy
399;07:14:00;Samantha Smith;drinks
400;07:14:00;James Martinez;dairy
401;07:14:00;James Williams;dairy
402;07:14:00;Rodney Gonzalez;fruit
403;07:14:00;Julie Lowe;dairy
404;07:14:00;Michael Brennan;dairy
405;07:14:00;Ryan Carter;dairy
406;07:14:00;David Collins;checkout and leave
407;07:14:00;John Reyes;spices
408;07:14:00;Karina Pennington;dairy
409;07:14:00;Erika Stewart;checkout and leave
410;07:14:00;James Smith;fruit
411;07:14:00;Sarah Gonzales;drinks
412;07:14:00;Isabella Black;drinks
413;07:14:00;Christian Moore;dairy
414;07:14:00;Matthew Miller;dairy
415;07:14:00;Meghan Hoover;fruit
416;07:14:00;Richard Richardson;drinks
417;07:14:00;Thomas Santiago;drinks
418;07:14:00;Crystal Williams;fruit
419;07:14:00;William Smith MD;dairy
420;07:14:00;Robert Jennings;dairy
421;07:14:00;Kimberly Watts;checkout and leave
422;07:14:00;Samantha Gallegos;fruit
423;07:14:00;Brenda Miles;dairy
424;07:14:00;Dale May;drinks
425;07:14:00;Daniel Lara;entrance
426;07:14:00;Andre Kramer;entrance
427;07:14:00;Katie Aguirre;entrance
428;07:14:00;Tammy Sanchez;entrance
429;07:14:00;Gregory Zamora;entrance
430;07:15:00;Linda Jarvis;drinks
431;07:15:00;Shawn Coleman;checkout and leave
432;07:15:00;Nicole Mccarty;dairy
433;07:15:00;Mike Gallagher;dairy
434;07:15:00;Kimberly Nunez;spices
435;07:15:00;Adam Moss;fruit
436;07:15:00;Jamie Williamson;dairy
437;07:15:00;Kathy Dickson;checkout and leave
438;07:15:00;William Turner;fruit
439;07:15:00;Tiffany Holt;dairy
440;07:15:00;Theodore Morris;checkout and leave
441;07:15:00;Samantha Smith;fruit
442;07:15:00;James Martinez;dairy
443;07:15:00;James Williams;spices
444;07:15:00;Rodney Gonzalez;fruit
445;07:15:00;Julie Lowe;drinks
446;07:15:00;Michael Brennan;fruit
447;07:15:00;Ryan Carter;drinks
448;07:15:00;John Reyes;dairy
449;07:15:00;Karina Pennington;spices
450;07:15:00;James Smith;drinks
451;07:15:00;Sarah Gonzales;spices
452;07:15:00;Isabella Black;dairy
453;07:15:00;Christian Moore;fruit
454;07:15:00;Matthew Miller;drinks
455;07:15:00;Meghan Hoover;fruit
456;07:15:00;Richard Richardson;dairy
457;07:15:00;Thomas Santiago;spices
458;07:15:00;Crystal Williams;dairy
459;07:15:00;William Smith MD;dairy
460;07:15:00;Robert Jennings;dairy
461;07:15:00;Samantha Gallegos;fruit
462;07:15:00;Brenda Miles;dairy
463;07:15:00;Dale May;checkout and leave
464;07:15:00;Daniel Lara;fruit
465;07:15:00;Andre Kramer;drinks
466;07:15:00;Katie Aguirre;fruit
467;07:15:00;Tammy Sanchez;fruit
468;07:15:00;Gregory Zamora;spices
469;07:15:00;Joseph Dominguez;entrance
470;07:15:00;Joseph Miller;entrance
471;07:15:00;Lisa Salazar;entrance
472;07:15:00;Kenneth Murphy;entrance
473;07:16:00;Linda Jarvis;drinks
474;07:16:00;Nicole Mccarty;dairy
475;07:16:00;Mike Gallagher;drinks
476;07:16:00;Kimberly Nunez;spices
477;07:16:00;Adam Moss;spices
478;07:16:00;Jamie Williamson;drinks
479;07:16:00;William Turner;spices
480;07:16:00;Tiffany Holt;fruit
481;07:16:00;Samantha Smith;spices
482;07:16:00;James Martinez;drinks
483;07:16:00;James Williams;drinks
484;07:16:00;Rodney Gonzalez;checkout and leave
485;07:16:00;Julie Lowe;drinks
486;07:16:00;Michael Brennan;drinks
487;07:16:00;Ryan Carter;spices
488;07:16:00;John Reyes;spices
489;07:16:00;Karina Pennington;fruit
490;07:16:00;James Smith;drinks
491;07:16:00;Sarah Gonzales;checkout and leave
492;07:16:00;Isabella Black;dairy
493;07:16:00;Christian Moore;fruit
494;07:16:00;Matthew Miller;drinks
495;07:16:00;Meghan Hoover;dairy
496;07:16:00;Richard Richardson;dairy
497;07:16:00;Thomas Santiago;fruit
498;07:16:00;Crystal Williams;dairy
499;07:16:00;William Smith MD;fruit
500;07:16:00;Robert Jennings;drinks
501;07:16:00;Samantha Gallegos;dairy
502;07:16:00;Brenda Miles;fruit
503;07:16:00;Daniel Lara;dairy
504;07:16:00;Andre Kramer;fruit
505;07:16:00;Katie Aguirre;drinks
506;07:16:00;Tammy Sanchez;drinks
507;07:16:00;Gregory Zamora;dairy
508;07:16:00;Joseph Dominguez;spices
509;07:16:00;Joseph Miller;spices
510;07:16:00;Lisa Salazar;fruit
511;07:16:00;Kenneth Murphy;dairy
512;07:16:00;Paul Martin;entrance
513;07:16:00;Kevin Maxwell;entrance
514;07:16:00;David Richardson;entrance
515;07:16:00;Kenneth Moses;entrance
516;07:17:00;Linda Jarvis;spices
517;07:17:00;Nicole Mccarty;checkout and leave
518;07:17:00;Mike Gallagher;fruit
519;07:17:00;Kimberly Nunez;fruit
520;07:17:00;Adam Moss;dairy
521;07:17:00;Jamie Williamson;checkout and leave
522;07:17:00;William Turner;fruit
523;07:17:00;Tiffany Holt;checkout and leave
524;07:17:00;Samantha Smith;dairy
525;07:17:00;James Martinez;checkout and leave
526;07:17:00;James Williams;dairy
527;07:17:00;Julie Lowe;checkout and leave
528;07:17:00;Michael Brennan;checkout and leave
529;07:17:00;Ryan Carter;fruit
530;07:17:00;John Reyes;fruit
531;07:17:00;Karina Pennington;dairy
532;07:17:00;James Smith;spices
533;07:17:00;Isabella Black;fruit
534;07:17:00;Christian Moore;dairy
535;07:17:00;Matthew Miller;dairy
536;07:17:00;Meghan Hoover;dairy
537;07:17:00;Richard Richardson;dairy
538;07:17:00;Thomas Santiago;dairy
539;07:17:00;Crystal Williams;spices
540;07:17:00;William Smith MD;fruit
541;07:17:00;Robert Jennings;spices
542;07:17:00;Samantha Gallegos;drinks
543;07:17:00;Brenda Miles;dairy
544;07:17:00;Daniel Lara;dairy
545;07:17:00;Andre Kramer;spices
546;07:17:00;Katie Aguirre;drinks
547;07:17:00;Tammy Sanchez;drinks
548;07:17:00;Gregory Zamora;fruit
549;07:17:00;Joseph Dominguez;dairy
550;07:17:00;Joseph Miller;drinks
551;07:17:00;Lisa Salazar;dairy
552;07:17:00;Kenneth Murphy;drinks
553;07:17:00;Paul Martin;fruit
554;07:17:00;Kevin Maxwell;drinks
555;07:17:00;David Richardson;fruit
556;07:17:00;Kenneth Moses;spices
557;07:17:00;Courtney Morgan;entrance
558;07:17:00;James Smith;entrance
559;07:17:00;Heather Mejia;entrance
560;07:18:00;Linda Jarvis;spices
561;07:18:00;Mike Gallagher;dairy
562;07:18:00;Kimberly Nunez;dairy
563;07:18:00;Adam Moss;dairy
564;07:18:00;William Turner;fruit
565;07:18:00;Samantha Smith;fruit
566;07:18:00;James Williams;dairy
567;07:18:00;Michael Brennan;checkout and leave
568;07:18:00;Ryan Carter;fruit
569;07:18:00;John Reyes;fruit
570;07:18:00;Karina Pennington;fruit
571;07:18:00;James Smith;checkout and leave
572;07:18:00;Isabella Black;dairy
573;07:18:00;Christian Moore;drinks
574;07:18:00;Matthew Miller;checkout and leave
575;07:18:00;Meghan Hoover;drinks
576;07:18:00;Richard Richardson;checkout and leave
577;07:18:00;Thomas Santiago;fruit
578;07:18:00;Crystal Williams;spices
579;07:18:00;William Smith MD;dairy
580;07:18:00;Robert Jennings;dairy
581;07:18:00;Samantha Gallegos;spices
582;07:18:00;Brenda Miles;checkout and leave
583;07:18:00;Daniel Lara;drinks
584;07:18:00;Andre Kramer;checkout and leave
585;07:18:00;Katie Aguirre;drinks
586;07:18:00;Tammy Sanchez;dairy
587;07:18:00;Gregory Zamora;spices
588;07:18:00;Joseph Dominguez;checkout and leave
589;07:18:00;Joseph Miller;spices
590;07:18:00;Lisa Salazar;dairy
591;07:18:00;Kenneth Murphy;dairy
592;07:18:00;Paul Martin;spices
593;07:18:00;Kevin Maxwell;dairy
594;07:18:00;David Richardson;fruit
595;07:18:00;Kenneth Moses;checkout and leave
596;07:18:00;Courtney Morgan;spices
597;07:18:00;James Smith;drinks
598;07:18:00;Heather Mejia;dairy
599;07:18:00;Molly Ingram;entrance
600;07:18:00;Samuel Deleon;entrance
601;07:18:00;Anthony Buchanan;entrance
602;07:18:00;Frank Contreras;entrance
603;07:19:00;Linda Jarvis;fruit
604;07:19:00;Mike Gallagher;fruit
605;07:19:00;Kimberly Nunez;dairy
606;07:19:00;Adam Moss;fruit
607;07:19:00;William Turner;drinks
608;07:19:00;Samantha Smith;fruit
609;07:19:00;James Williams;fruit
610;07:19:00;Ryan Carter;fruit
611;07:19:00;John Reyes;checkout and leave
612;07:19:00;Karina Pennington;fruit
613;07:19:00;Isabella Black;fruit
614;07:19:00;Christian Moore;spices
615;07:19:00;Meghan Hoover;fruit
616;07:19:00;Thomas Santiago;checkout and leave
617;07:19:00;Crystal Williams;fruit
618;07:19:00;William Smith MD;fruit
619;07:19:00;Robert Jennings;dairy
620;07:19:00;Samantha Gallegos;fruit
621;07:19:00;Daniel Lara;dairy
622;07:19:00;Katie Aguirre;dairy
623;07:19:00;Tammy Sanchez;drinks
624;07:19:00;Gregory Zamora;fruit
625;07:19:00;Joseph Miller;drinks
626;07:19:00;Lisa Salazar;dairy
627;07:19:00;Kenneth Murphy;dairy
628;07:19:00;Paul Martin;dairy
629;07:19:00;Kevin Maxwell;fruit
630;07:19:00;David Richardson;drinks
631;07:19:00;Courtney Morgan;spices
632;07:19:00;James Smith;dairy
633;07:19:00;Heather Mejia;dairy
634;07:19:00;Molly Ingram;dairy
635;07:19:00;Samuel Deleon;drinks
636;07:19:00;Anthony Buchanan;spices
637;07:19:00;Frank Contreras;dairy
638;07:19:00;Bruce Warren;entrance
639;07:19:00;Kylie Matthews;entrance
640;07:19:00;Shawn Long;entrance
641;07:19:00;Bradley Casey;entrance
642;07:19:00;Robert Thomas;entrance
643;07:19:00;Benjamin Harrison;entrance
644;07:20:00;Linda Jarvis;fruit
645;07:20:00;Mike Gallagher;fruit
646;07:20:00;Kimberly Nunez;spices
647;07:20:00;Adam Moss;fruit
648;07:20:00;William Turner;dairy
649;07:20:00;Samantha Smith;dairy
650;07:20:00;James Williams;fruit
651;07:20:00;Ryan Carter;dairy
652;07:20:00;Karina Pennington;spices
653;07:20:00;Isabella Black;dairy
654;07:20:00;Christian Moore;fruit
655;07:20:00;Meghan Hoover;fruit
656;07:20:00;Crystal Williams;fruit
657;07:20:00;William Smith MD;checkout and leave
658;07:20:00;Robert Jennings;dairy
659;07:20:00;Samantha Gallegos;dairy
660;07:20:00;Daniel Lara;checkout and leave
661;07:20:00;Katie Aguirre;drinks
662;07:20:00;Tammy Sanchez;dairy
663;07:20:00;Gregory Zamora;checkout and leave
664;07:20:00;Joseph Miller;dairy
665;07:20:00;Lisa Salazar;dairy
666;07:20:00;Kenneth Murphy;dairy
667;07:20:00;Paul Martin;dairy
668;07:20:00;Kevin Maxwell;dairy
669;07:20:00;David Richardson;dairy
670;07:20:00;Courtney Morgan;fruit
671;07:20:00;James Smith;fruit
672;07:20:00;Heather Mejia;checkout and leave
673;07:20:00;Molly Ingram;spices
674;07:20:00;Samuel Deleon;spices
675;07:20:00;Anthony Buchanan;dairy
676;07:20:00;Frank Contreras;spices
677;07:20:00;Bruce Warren;drinks
678;07:20:00;Kylie Matthews;dairy
679;07:20:00;Shawn Long;drinks
680;07:20:00;Bradley Casey;spices
681;07:20:00;Robert Thomas;fruit
682;07:20:00;Benjamin Harrison;dairy
