;time;customer;location
374;07:13:00;Michelle Arnold;checkout and leave
375;07:13:00;Anita Smith;checkout and leave
376;07:13:00;Sharon Murphy;dairy
377;07:13:00;Jason Nguyen;drinks
378;07:13:00;Justin Taylor;fruit
379;07:13:00;John Collins;fruit
380;07:13:00;Barbara Walker;drinks
381;07:13:00;Kristine Gonzales;spices
382;07:13:00;Jose Dickerson;spices
383;07:13:00;Brandon Carter;fruit
384;07:13:00;Heather Strickland;spices
385;07:13:00;Stephen Johnston;drinks
386;07:13:00;Kelly Smith;fruit
387;07:13:00;Crystal Wright;spices
388;07:13:00;Aaron Griffith;spices
389;07:13:00;Elizabeth Mendoza;entrance
390;07:13:00;Kimberly Garrett;entrance
391;07:13:00;Michael Smith;entrance
392;07:14:00;Dorothy Holt;drinks
393;07:14:00;Paula Mclean;checkout and leave
394;07:14:00;Tara Foley;drinks
395;07:14:00;Erik Manning;checkout and leave
396;07:14:00;Bethany Palmer;spices
397;07:14:00;Chad Richmond;dairy
398;07:14:00;Valerie Pearson;drinks
399;07:14:00;Charles Carson;spices
400;07:14:00;Amber Gibson;checkout and leave
401;07:14:00;Ricardo Robinson;drinks
402;07:14:00;Jimmy Ryan;dairy
403;07:14:00;Katherine Turner;fruit
404;07:14:00;James Simpson;dairy
405;07:14:00;Sarah Rice;dairy
406;07:14:00;Anita Smith;checkout and leave
407;07:14:00;Sharon Murphy;fruit
408;07:14:00;Jason Nguyen;dairy
409;07:14:00;Justin Taylor;spices
410;07:14:00;John Collins;checkout and leave
411;07:14:00;Barbara Walker;dairy
412;07:14:00;Kristine Gonzales;dairy
413;07:14:00;Jose Dickerson;drinks
414;07:14:00;Brandon Carter;spices
415;07:14:00;Heather Strickland;dairy
416;07:14:00;Stephen Johnston;spices
417;07:14:00;Kelly Smith;dairy
418;07:14:00;Crystal Wright;dairy
419;07:14:00;Aaron Griffith;dairy
420;07:14:00;Elizabeth Mendoza;fruit
421;07:14:00;Kimberly Garrett;spices
422;07:14:00;Michael Smith;dairy
423;07:14:00;Jessica Park;entrance
424;07:14:00;Mrs. Kathleen Obrien;entrance
425;07:14:00;Jill Bradshaw;entrance
426;07:14:00;Matthew Williams;entrance
427;07:14:00;Tara Thomas;entrance
428;07:15:00;Dorothy Holt;drinks
429;07:15:00;Tara Foley;dairy
430;07:15:00;Bethany Palmer;fruit
431;07:15:00;Chad Richmond;checkout and leave
432;07:15:00;Valerie Pearson;fruit
433;07:15:00;Charles Carson;checkout and leave
434;07:15:00;Ricardo Robinson;fruit
435;07:15:00;Jimmy Ryan;drinks
436;07:15:00;Katherine Turner;dairy
437;07:15:00;James Simpson;dairy
438;07:15:00;Sarah Rice;spices
439;07:15:00;Sharon Murphy;dairy
440;07:15:00;Jason Nguyen;spices
441;07:15:00;Justin Taylor;dairy
442;07:15:00;Barbara Walker;dairy
443;07:15:00;Kristine Gonzales;drinks
444;07:15:00;Jose Dickerson;dairy
445;07:15:00;Brandon Carter;drinks
446;07:15:00;Heather Strickland;dairy
447;07:15:00;Stephen Johnston;dairy
448;07:15:00;Kelly Smith;drinks
449;07:15:00;Crystal Wright;fruit
450;07:15:00;Aaron Griffith;dairy
451;07:15:00;Elizabeth Mendoza;checkout and leave
452;07:15:00;Kimberly Garrett;dairy
453;07:15:00;Michael Smith;spices
454;07:15:00;Jessica Park;drinks
455;07:15:00;Mrs. Kathleen Obrien;fruit
456;07:15:00;Jill Bradshaw;fruit
457;07:15:00;Matthew Williams;dairy
458;07:15:00;Tara Thomas;drinks
459;07:15:00;Pamela Dean;entrance
460;07:15:00;Lindsay Garcia;entrance
461;07:15:00;Leroy Williams;entrance
462;07:15:00;Anna Flores;entrance
463;07:16:00;Dorothy Holt;checkout and leave
464;07:16:00;Tara Foley;checkout and leave
465;07:16:00;Bethany Palmer;dairy
466;07:16:00;Valerie Pearson;fruit
467;07:16:00;Ricardo Robinson;checkout and leave
468;07:16:00;Jimmy Ryan;spices
469;07:16:00;Katherine Turner;fruit
470;07:16:00;James Simpson;dairy
471;07:16:00;Sarah Rice;dairy
472;07:16:00;Sharon Murphy;dairy
473;07:16:00;Jason Nguyen;dairy
474;07:16:00;Justin Taylor;drinks
475;07:16:00;Barbara Walker;fruit
476;07:16:00;Kristine Gonzales;dairy
477;07:16:00;Jose Dickerson;checkout and leave
478;07:16:00;Brandon Carter;checkout and leave
479;07:16:00;Heather Strickland;fruit
480;07:16:00;Stephen Johnston;dairy
481;07:16:00;Kelly Smith;dairy
482;07:16:00;Crystal Wright;spices
483;07:16:00;Aaron Griffith;dairy
484;07:16:00;Kimberly Garrett;dairy
485;07:16:00;Michael Smith;drinks
486;07:16:00;Jessica Park;fruit
487;07:16:00;Mrs. Kathleen Obrien;fruit
488;07:16:00;Jill Bradshaw;dairy
489;07:16:00;Matthew Williams;dairy
490;07:16:00;Tara Thomas;drinks
491;07:16:00;Pamela Dean;fruit
492;07:16:00;Lindsay Garcia;spices
493;07:16:00;Leroy Williams;drinks
494;07:16:00;Anna Flores;fruit
495;07:16:00;Sandra Edwards;entrance
496;07:16:00;Dana Williams;entrance
497;07:16:00;Angela Alexander;entrance
498;07:16:00;Elizabeth Reynolds;entrance
499;07:17:00;Tara Foley;checkout and leave
500;07:17:00;Bethany Palmer;dairy
501;07:17:00;Valerie Pearson;dairy
502;07:17:00;Jimmy Ryan;drinks
503;07:17:00;Katherine Turner;spices
504;07:17:00;James Simpson;dairy
505;07:17:00;Sarah Rice;checkout and leave
506;07:17:00;Sharon Murphy;fruit
507;07:17:00;Jason Nguyen;fruit
508;07:17:00;Justin Taylor;dairy
509;07:17:00;Barbara Walker;dairy
510;07:17:00;Kristine Gonzales;dairy
511;07:17:00;Brandon Carter;checkout and leave
512;07:17:00;Heather Strickland;fruit
513;07:17:00;Stephen Johnston;fruit
514;07:17:00;Kelly Smith;dairy
515;07:17:00;Crystal Wright;spices
516;07:17:00;Aaron Griffith;checkout and leave
517;07:17:00;Kimberly Garrett;checkout and leave
518;07:17:00;Michael Smith;fruit
519;07:17:00;Jessica Park;dairy
520;07:17:00;Mrs. Kathleen Obrien;drinks
521;07:17:00;Jill Bradshaw;dairy
522;07:17:00;Matthew Williams;drinks
523;07:17:00;Tara Thomas;drinks
524;07:17:00;Pamela Dean;fruit
525;07:17:00;Lindsay Garcia;fruit
526;07:17:00;Leroy Williams;drinks
527;07:17:00;Anna Flores;fruit
528;07:17:00;Sandra Edwards;dairy
529;07:17:00;Dana Williams;drinks
530;07:17:00;Angela Alexander;dairy
531;07:17:00;Elizabeth Reynolds;drinks
532;07:17:00;Joshua Ellis;entrance
533;07:17:00;Julian Rodriguez;entrance
534;07:17:00;Robert Greene;entrance
535;07:18:00;Bethany Palmer;fruit
536;07:18:00;Valerie Pearson;dairy
537;07:18:00;Jimmy Ryan;dairy
538;07:18:00;Katherine Turner;fruit
539;07:18:00;James Simpson;checkout and leave
540;07:18:00;Sharon Murphy;fruit
541;07:18:00;Jason Nguyen;spices
542;07:18:00;Justin Taylor;fruit
543;07:18:00;Barbara Walker;dairy
544;07:18:00;Kristine Gonzales;spices
545;07:18:00;Heather Strickland;dairy
546;07:18:00;Stephen Johnston;fruit
547;07:18:00;Kelly Smith;dairy
548;07:18:00;Crystal Wright;fruit
549;07:18:00;Kimberly Garrett;checkout and leave
550;07:18:00;Michael Smith;dairy
551;07:18:00;Jessica Park;drinks
552;07:18:00;Mrs. Kathleen Obrien;dairy
553;07:18:00;Jill Bradshaw;spices
554;07:18:00;Matthew Williams;dairy
555;07:18:00;Tara Thomas;dairy
556;07:18:00;Pamela Dean;fruit
557;07:18:00;Lindsay Garcia;dairy
558;07:18:00;Leroy Williams;dairy
559;07:18:00;Anna Flores;fruit
560;07:18:00;Sandra Edwards;dairy
561;07:18:00;Dana Williams;dairy
562;07:18:00;Angela Alexander;dairy
563;07:18:00;Elizabeth Reynolds;spices
564;07:18:00;Joshua Ellis;spices
565;07:18:00;Julian Rodriguez;fruit
566;07:18:00;Robert Greene;fruit
567;07:18:00;Johnny Hanna;entrance
568;07:18:00;Heather Young;entrance
569;07:18:00;Richard Villarreal;entrance
570;07:18:00;George Peterson;entrance
571;07:19:00;Bethany Palmer;dairy
572;07:19:00;Valerie Pearson;checkout and leave
573;07:19:00;Jimmy Ryan;fruit
574;07:19:00;Katherine Turner;checkout and leave
575;07:19:00;Sharon Murphy;drinks
576;07:19:00;Jason Nguyen;drinks
577;07:19:00;Justin Taylor;spices
578;07:19:00;Barbara Walker;drinks
579;07:19:00;Kristine Gonzales;dairy
580;07:19:00;Heather Strickland;dairy
581;07:19:00;Stephen Johnston;dairy
582;07:19:00;Kelly Smith;dairy
583;07:19:00;Crystal Wright;fruit
584;07:19:00;Michael Smith;dairy
585;07:19:00;Jessica Park;fruit
586;07:19:00;Mrs. Kathleen Obrien;dairy
587;07:19:00;Jill Bradshaw;drinks
588;07:19:00;Matthew Williams;fruit
589;07:19:00;Tara Thomas;fruit
590;07:19:00;Pamela Dean;drinks
591;07:19:00;Lindsay Garcia;checkout and leave
592;07:19:00;Leroy Williams;drinks
593;07:19:00;Anna Flores;dairy
594;07:19:00;Sandra Edwards;fruit
595;07:19:00;Dana Williams;fruit
596;07:19:00;Angela Alexander;drinks
597;07:19:00;Elizabeth Reynolds;fruit
598;07:19:00;Joshua Ellis;drinks
599;07:19:00;Julian Rodriguez;checkout and leave
600;07:19:00;Robert Greene;checkout and leave
601;07:19:00;Johnny Hanna;fruit
602;07:19:00;Heather Young;drinks
603;07:19:00;Richard Villarreal;dairy
604;07:19:00;George Peterson;fruit
605;07:19:00;Jacqueline Moore;entrance
606;07:19:00;Dean Johnson;entrance
607;07:19:00;Sydney Kelly;entrance
608;07:19:00;Jonathan Pierce;entrance
609;07:19:00;Caroline Cardenas;entrance
610;07:19:00;Charles Robinson;entrance
611;07:20:00;Bethany Palmer;dairy
612;07:20:00;Jimmy Ryan;dairy
613;07:20:00;Sharon Murphy;dairy
614;07:20:00;Jason Nguyen;drinks
615;07:20:00;Justin Taylor;dairy
616;07:20:00;Barbara Walker;dairy
617;07:20:00;Kristine Gonzales;dairy
618;07:20:00;Heather Strickland;dairy
619;07:20:00;Stephen Johnston;dairy
620;07:20:00;Kelly Smith;spices
621;07:20:00;Crystal Wright;checkout and leave
622;07:20:00;Michael Smith;dairy
623;07:20:00;Jessica Park;dairy
624;07:20:00;Mrs. Kathleen Obrien;drinks
625;07:20:00;Jill Bradshaw;drinks
626;07:20:00;Matthew Williams;dairy
627;07:20:00;Tara Thomas;fruit
628;07:20:00;Pamela Dean;dairy
629;07:20:00;Leroy Williams;fruit
630;07:20:00;Anna Flores;checkout and leave
631;07:20:00;Sandra Edwards;dairy
632;07:20:00;Dana Williams;fruit
633;07:20:00;Angela Alexander;spices
634;07:20:00;Elizabeth Reynolds;checkout and leave
635;07:20:00;Joshua Ellis;drinks
636;07:20:00;Robert Greene;checkout and leave
637;07:20:00;Johnny Hanna;fruit
638;07:20:00;Heather Young;fruit
639;07:20:00;Richard Villarreal;fruit
640;07:20:00;George Peterson;dairy
641;07:20:00;Jacqueline Moore;spices
642;07:20:00;Dean Johnson;fruit
643;07:20:00;Sydney Kelly;fruit
644;07:20:00;Jonathan Pierce;fruit
645;07:20:00;Caroline Cardenas;drinks
646;07:20:00;Charles Robinson;fruit
647;07:20:00;Gordon Harper;entrance
648;07:20:00;Justin Shea;entrance
649;07:20:00;Erica Ortiz;entrance
650;07:20:00;Valerie Cordova;entrance
651;07:20:00;Miss Deborah Gilbert;entrance
652;07:20:00;Victoria Thomas;entrance
653;07:20:00;Ryan Curry;entrance
654;07:21:00;Bethany Palmer;spices
655;07:21:00;Jimmy Ryan;drinks
656;07:21:00;Sharon Murphy;checkout and leave
657;07:21:00;Jason Nguyen;dairy
658;07:21:00;Justin Taylor;dairy
659;07:21:00;Barbara Walker;fruit
660;07:21:00;Kristine Gonzales;fruit
661;07:21:00;Heather Strickland;dairy
662;07:21:00;Stephen Johnston;dairy
663;07:21:00;Kelly Smith;drinks
664;07:21:00;Michael Smith;checkout and leave
665;07:21:00;Jessica Park;drinks
666;07:21:00;Mrs. Kathleen Obrien;dairy
667;07:21:00;Jill Bradshaw;dairy
